Population: 400
Percentage of population that is vaccinated: 0.9
Virus Name: Ebola
Virus Mortality Rate: 0.7
Virus Reproduction Rate: 0.25
Time step 0 ended, beginning 1
305 didn't infect 194 because vaccinated 
305 didn't infect 364 because vaccinated 
324 didn't infect 78 because vaccinated 
324 didn't infect 378 because vaccinated 
324 didn't infect 199 because vaccinated 
324 didn't infect 162 because vaccinated 
324 didn't infect 184 because vaccinated 
324 didn't infect 54 because vaccinated 
324 didn't infect 46 because vaccinated 
324 didn't infect 2 because vaccinated 
324 didn't infect 157 because vaccinated 
324 didn't infect 227 because vaccinated 
324 didn't infect 184 because vaccinated 
324 didn't infect 389 because vaccinated 
324 infects 138 
324 didn't infect 44 because vaccinated 
324 didn't infect 95 because vaccinated 
324 didn't infect 220 because already sick 
324 didn't infect 229 because vaccinated 
324 didn't infect 285 because vaccinated 
324 didn't infect 284 because vaccinated 
324 didn't infect 262 because vaccinated 
324 didn't infect 208 because vaccinated 
324 didn't infect 52 because vaccinated 
324 didn't infect 13 because vaccinated 
324 didn't infect 45 because vaccinated 
324 didn't infect 181 because vaccinated 
324 didn't infect 283 because vaccinated 
324 didn't infect 47 because vaccinated 
324 didn't infect 305 because already sick 
324 didn't infect 306 because vaccinated 
324 didn't infect 166 because vaccinated 
324 didn't infect 197 because vaccinated 
324 didn't infect 6 because vaccinated 
324 didn't infect 149 because vaccinated 
324 didn't infect 211 because vaccinated 
324 didn't infect 198 because vaccinated 
324 didn't infect 371 because vaccinated 
324 didn't infect 286 because vaccinated 
324 didn't infect 124 because vaccinated 
324 didn't infect 292 because vaccinated 
324 didn't infect 266 because vaccinated 
324 didn't infect 86 because vaccinated 
324 didn't infect 350 because vaccinated 
324 didn't infect 194 because vaccinated 
324 didn't infect 86 because vaccinated 
324 didn't infect 71 because vaccinated 
324 didn't infect 137 because vaccinated 
324 didn't infect 154 because vaccinated 
324 didn't infect 137 because vaccinated 
324 didn't infect 252 because vaccinated 
324 didn't infect 74 because vaccinated 
324 didn't infect 32 because vaccinated 
324 didn't infect 85 because vaccinated 
324 didn't infect 222 because vaccinated 
324 didn't infect 141 because vaccinated 
324 didn't infect 215 because vaccinated 
324 didn't infect 153 because vaccinated 
324 didn't infect 247 because vaccinated 
324 didn't infect 39 because vaccinated 
324 didn't infect 184 because vaccinated 
324 didn't infect 128 because vaccinated 
324 didn't infect 126 because vaccinated 
324 didn't infect 369 because vaccinated 
324 didn't infect 320 because vaccinated 
324 didn't infect 253 because vaccinated 
324 didn't infect 304 because vaccinated 
324 didn't infect 315 because vaccinated 
324 didn't infect 100 because vaccinated 
324 didn't infect 234 because already sick 
324 didn't infect 54 because vaccinated 
324 didn't infect 69 because vaccinated 
324 didn't infect 202 because vaccinated 
324 didn't infect 170 because vaccinated 
324 didn't infect 317 because vaccinated 
324 didn't infect 194 because vaccinated 
324 didn't infect 168 because already sick 
324 didn't infect 171 because vaccinated 
324 didn't infect 220 because already sick 
324 didn't infect 333 because vaccinated 
324 didn't infect 304 because vaccinated 
324 didn't infect 69 because vaccinated 
324 didn't infect 153 because vaccinated 
324 didn't infect 164 because vaccinated 
324 didn't infect 308 because vaccinated 
324 didn't infect 102 because vaccinated 
324 didn't infect 245 because vaccinated 
324 didn't infect 160 because vaccinated 
324 didn't infect 90 because vaccinated 
324 didn't infect 203 because vaccinated 
324 didn't infect 149 because vaccinated 
324 didn't infect 376 because vaccinated 
324 didn't infect 251 because vaccinated 
324 didn't infect 294 because vaccinated 
324 didn't infect 124 because vaccinated 
324 didn't infect 166 because vaccinated 
324 didn't infect 192 because vaccinated 
324 didn't infect 143 because vaccinated 
324 didn't infect 201 because vaccinated 
324 didn't infect 186 because vaccinated 
324 didn't infect 58 because vaccinated 
324 didn't infect 102 because vaccinated 
324 didn't infect 303 because vaccinated 
357 didn't infect 279 because vaccinated 
357 didn't infect 92 because vaccinated 
357 didn't infect 349 because vaccinated 
357 didn't infect 281 because vaccinated 
357 didn't infect 13 because vaccinated 
357 didn't infect 372 because vaccinated 
357 didn't infect 236 because vaccinated 
357 didn't infect 362 because vaccinated 
357 didn't infect 107 because vaccinated 
357 didn't infect 224 because vaccinated 
357 didn't infect 149 because vaccinated 
357 didn't infect 354 because vaccinated 
357 didn't infect 35 because vaccinated 
357 didn't infect 209 because vaccinated 
357 didn't infect 344 because vaccinated 
357 didn't infect 255 because vaccinated 
357 didn't infect 71 because vaccinated 
357 didn't infect 324 because already sick 
357 didn't infect 123 because vaccinated 
357 didn't infect 129 because vaccinated 
357 didn't infect 337 because vaccinated 
357 didn't infect 78 because vaccinated 
357 didn't infect 366 because vaccinated 
357 didn't infect 216 because vaccinated 
357 didn't infect 193 because vaccinated 
357 didn't infect 37 because vaccinated 
357 didn't infect 229 because vaccinated 
357 didn't infect 306 because vaccinated 
357 didn't infect 245 because vaccinated 
357 didn't infect 298 because vaccinated 
357 didn't infect 205 because already sick 
357 didn't infect 273 because vaccinated 
357 didn't infect 259 because already sick 
357 didn't infect 354 because vaccinated 
357 didn't infect 214 because vaccinated 
357 didn't infect 184 because vaccinated 
357 didn't infect 359 because already sick 
357 didn't infect 274 because vaccinated 
357 didn't infect 304 because vaccinated 
357 didn't infect 326 because vaccinated 
357 didn't infect 55 because vaccinated 
357 didn't infect 127 because vaccinated 
357 didn't infect 336 because vaccinated 
357 didn't infect 340 because vaccinated 
357 didn't infect 181 because vaccinated 
357 didn't infect 85 because vaccinated 
357 didn't infect 331 because vaccinated 
357 didn't infect 313 because vaccinated 
357 didn't infect 22 because vaccinated 
357 didn't infect 288 because vaccinated 
357 didn't infect 330 because vaccinated 
357 didn't infect 346 because vaccinated 
357 didn't infect 331 because vaccinated 
357 didn't infect 204 because vaccinated 
357 didn't infect 385 because vaccinated 
357 didn't infect 169 because vaccinated 
357 didn't infect 220 because already sick 
357 didn't infect 54 because vaccinated 
357 didn't infect 5 because vaccinated 
357 didn't infect 50 because vaccinated 
357 infects 132 
357 didn't infect 382 because vaccinated 
357 didn't infect 265 because vaccinated 
357 didn't infect 285 because vaccinated 
357 didn't infect 297 because vaccinated 
357 didn't infect 352 because vaccinated 
357 didn't infect 294 because vaccinated 
357 didn't infect 113 because vaccinated 
357 didn't infect 228 because vaccinated 
357 didn't infect 191 because vaccinated 
357 didn't infect 200 because vaccinated 
357 didn't infect 237 because vaccinated 
357 didn't infect 395 because vaccinated 
357 didn't infect 353 because vaccinated 
357 didn't infect 256 because vaccinated 
357 didn't infect 77 because vaccinated 
357 didn't infect 176 because vaccinated 
357 didn't infect 12 because vaccinated 
357 didn't infect 247 because vaccinated 
357 didn't infect 53 because vaccinated 
357 didn't infect 151 because vaccinated 
357 didn't infect 212 because vaccinated 
357 didn't infect 43 because vaccinated 
357 didn't infect 59 because vaccinated 
357 didn't infect 373 because vaccinated 
357 didn't infect 72 because vaccinated 
357 didn't infect 178 because vaccinated 
357 didn't infect 159 because vaccinated 
357 didn't infect 175 because vaccinated 
357 didn't infect 105 because vaccinated 
357 didn't infect 266 because vaccinated 
357 didn't infect 247 because vaccinated 
357 didn't infect 178 because vaccinated 
357 didn't infect 243 because vaccinated 
357 didn't infect 49 because vaccinated 
357 didn't infect 224 because vaccinated 
357 didn't infect 369 because vaccinated 
357 didn't infect 356 because vaccinated 
357 didn't infect 231 because vaccinated 
357 didn't infect 163 because vaccinated 
357 didn't infect 34 because vaccinated 
359 didn't infect 153 because vaccinated 
359 didn't infect 22 because vaccinated 
359 didn't infect 363 because vaccinated 
359 infects 58 
359 didn't infect 175 because vaccinated 
359 didn't infect 346 because vaccinated 
359 didn't infect 84 because vaccinated 
359 didn't infect 379 because vaccinated 
359 didn't infect 124 because vaccinated 
359 infects 264 
359 didn't infect 81 because vaccinated 
359 didn't infect 218 because vaccinated 
359 didn't infect 236 because vaccinated 
359 didn't infect 118 because vaccinated 
359 didn't infect 207 because vaccinated 
359 didn't infect 322 because vaccinated 
359 didn't infect 94 because vaccinated 
359 didn't infect 95 because vaccinated 
359 didn't infect 327 because vaccinated 
359 didn't infect 336 because vaccinated 
359 didn't infect 221 because vaccinated 
359 didn't infect 202 because vaccinated 
359 didn't infect 14 because vaccinated 
359 didn't infect 377 because vaccinated 
359 didn't infect 314 because vaccinated 
359 didn't infect 230 because vaccinated 
359 didn't infect 303 because vaccinated 
359 didn't infect 199 because vaccinated 
359 didn't infect 2 because vaccinated 
359 didn't infect 360 because vaccinated 
359 didn't infect 109 because vaccinated 
359 didn't infect 105 because vaccinated 
359 didn't infect 142 because vaccinated 
359 didn't infect 385 because vaccinated 
359 didn't infect 360 because vaccinated 
359 didn't infect 32 because vaccinated 
359 didn't infect 295 because vaccinated 
359 didn't infect 52 because vaccinated 
359 didn't infect 274 because vaccinated 
359 didn't infect 95 because vaccinated 
359 didn't infect 187 because already sick 
359 didn't infect 166 because vaccinated 
359 didn't infect 100 because vaccinated 
359 didn't infect 234 because already sick 
359 didn't infect 58 because vaccinated 
359 didn't infect 250 because vaccinated 
359 didn't infect 270 because vaccinated 
359 didn't infect 327 because vaccinated 
359 didn't infect 160 because vaccinated 
359 didn't infect 305 because already sick 
359 didn't infect 198 because vaccinated 
359 didn't infect 300 because vaccinated 
359 didn't infect 58 because vaccinated 
359 didn't infect 234 because already sick 
359 didn't infect 316 because vaccinated 
359 didn't infect 88 because vaccinated 
359 didn't infect 344 because vaccinated 
359 didn't infect 361 because vaccinated 
359 didn't infect 314 because vaccinated 
359 didn't infect 302 because vaccinated 
359 didn't infect 43 because vaccinated 
359 didn't infect 344 because vaccinated 
359 didn't infect 68 because vaccinated 
359 didn't infect 160 because vaccinated 
359 didn't infect 60 because vaccinated 
359 didn't infect 122 because vaccinated 
359 didn't infect 156 because vaccinated 
359 didn't infect 59 because vaccinated 
359 didn't infect 93 because vaccinated 
359 didn't infect 191 because vaccinated 
359 didn't infect 72 because vaccinated 
359 didn't infect 261 because vaccinated 
359 didn't infect 198 because vaccinated 
359 didn't infect 70 because vaccinated 
359 didn't infect 294 because vaccinated 
359 didn't infect 196 because vaccinated 
359 didn't infect 216 because vaccinated 
359 didn't infect 95 because vaccinated 
359 didn't infect 249 because vaccinated 
359 didn't infect 325 because vaccinated 
359 didn't infect 275 because vaccinated 
359 didn't infect 330 because vaccinated 
359 didn't infect 88 because vaccinated 
359 didn't infect 284 because vaccinated 
359 didn't infect 85 because vaccinated 
359 didn't infect 250 because vaccinated 
359 didn't infect 147 because vaccinated 
359 didn't infect 71 because vaccinated 
359 didn't infect 95 because vaccinated 
359 didn't infect 161 because vaccinated 
359 didn't infect 230 because vaccinated 
359 didn't infect 317 because vaccinated 
359 didn't infect 27 because vaccinated 
359 didn't infect 183 because vaccinated 
359 didn't infect 4 because vaccinated 
359 didn't infect 69 because vaccinated 
359 didn't infect 99 because vaccinated 
359 didn't infect 196 because vaccinated 
359 didn't infect 287 because vaccinated 
359 didn't infect 258 because vaccinated 
359 didn't infect 334 because vaccinated 
374 didn't infect 253 because vaccinated 
374 didn't infect 209 because vaccinated 
374 didn't infect 350 because vaccinated 
374 didn't infect 251 because vaccinated 
374 didn't infect 212 because vaccinated 
374 didn't infect 363 because vaccinated 
374 didn't infect 227 because vaccinated 
374 didn't infect 250 because vaccinated 
374 didn't infect 85 because vaccinated 
374 didn't infect 42 because vaccinated 
374 didn't infect 289 because vaccinated 
374 didn't infect 15 because vaccinated 
374 didn't infect 389 because vaccinated 
374 didn't infect 112 because vaccinated 
374 didn't infect 149 because vaccinated 
374 didn't infect 16 because vaccinated 
374 didn't infect 140 because vaccinated 
374 didn't infect 115 because vaccinated 
374 didn't infect 275 because vaccinated 
374 didn't infect 147 because vaccinated 
374 didn't infect 86 because vaccinated 
374 didn't infect 399 because vaccinated 
374 didn't infect 234 because already sick 
374 didn't infect 289 because vaccinated 
374 didn't infect 380 because vaccinated 
374 didn't infect 395 because vaccinated 
374 didn't infect 281 because vaccinated 
374 didn't infect 261 because vaccinated 
374 didn't infect 57 because vaccinated 
374 didn't infect 293 because vaccinated 
374 didn't infect 58 because vaccinated 
374 didn't infect 278 because vaccinated 
374 didn't infect 187 because already sick 
374 didn't infect 277 because vaccinated 
374 didn't infect 387 because vaccinated 
374 didn't infect 21 because vaccinated 
374 didn't infect 389 because vaccinated 
374 didn't infect 368 because vaccinated 
374 didn't infect 279 because vaccinated 
374 didn't infect 111 because vaccinated 
374 didn't infect 217 because vaccinated 
374 didn't infect 52 because vaccinated 
374 didn't infect 376 because vaccinated 
374 didn't infect 334 because vaccinated 
374 didn't infect 384 because vaccinated 
374 didn't infect 126 because vaccinated 
374 didn't infect 152 because vaccinated 
374 didn't infect 16 because vaccinated 
374 didn't infect 230 because vaccinated 
374 didn't infect 134 because vaccinated 
374 didn't infect 178 because vaccinated 
374 didn't infect 44 because vaccinated 
374 didn't infect 224 because vaccinated 
374 didn't infect 60 because vaccinated 
374 didn't infect 397 because vaccinated 
374 didn't infect 121 because vaccinated 
374 didn't infect 107 because vaccinated 
374 didn't infect 377 because vaccinated 
374 didn't infect 301 because vaccinated 
374 didn't infect 352 because vaccinated 
374 didn't infect 179 because vaccinated 
374 didn't infect 363 because vaccinated 
374 didn't infect 312 because vaccinated 
374 didn't infect 323 because vaccinated 
374 didn't infect 84 because vaccinated 
374 didn't infect 315 because vaccinated 
374 didn't infect 71 because vaccinated 
374 didn't infect 105 because vaccinated 
374 didn't infect 105 because vaccinated 
374 didn't infect 30 because vaccinated 
374 didn't infect 291 because vaccinated 
374 didn't infect 179 because vaccinated 
374 didn't infect 272 because vaccinated 
374 didn't infect 275 because vaccinated 
374 didn't infect 86 because vaccinated 
374 didn't infect 165 because vaccinated 
374 didn't infect 360 because vaccinated 
374 didn't infect 149 because vaccinated 
374 didn't infect 148 because vaccinated 
374 didn't infect 293 because vaccinated 
374 didn't infect 136 because vaccinated 
374 didn't infect 263 because vaccinated 
374 didn't infect 347 because vaccinated 
374 didn't infect 48 because vaccinated 
374 didn't infect 69 because vaccinated 
374 didn't infect 384 because vaccinated 
374 didn't infect 210 because vaccinated 
374 didn't infect 30 because vaccinated 
374 didn't infect 141 because vaccinated 
374 didn't infect 335 because vaccinated 
374 didn't infect 64 because vaccinated 
374 didn't infect 359 because already sick 
374 didn't infect 67 because vaccinated 
374 didn't infect 127 because vaccinated 
374 didn't infect 74 because vaccinated 
374 didn't infect 364 because vaccinated 
374 didn't infect 164 because vaccinated 
374 didn't infect 126 because vaccinated 
374 didn't infect 389 because vaccinated 
374 didn't infect 346 because vaccinated 
374 didn't infect 201 because vaccinated 
29 died from infection.
103 died from infection.
114 died from infection.
168 died from infection.
187 died from infection.
205 died from infection.
220 survived the infection.
234 died from infection.
259 died from infection.
305 died from infection.
324 survived the infection.
357 died from infection.
359 survived the infection.
374 died from infection.
Time step 3 ended, beginning 4
58 didn't infect 396 because vaccinated 
58 didn't infect 375 because vaccinated 
58 didn't infect 47 because vaccinated 
58 didn't infect 325 because vaccinated 
58 didn't infect 340 because vaccinated 
58 didn't infect 183 because vaccinated 
58 didn't infect 32 because vaccinated 
58 didn't infect 273 because vaccinated 
58 didn't infect 203 because already sick 
58 didn't infect 111 because vaccinated 
58 didn't infect 108 because vaccinated 
58 didn't infect 253 because vaccinated 
58 didn't infect 137 because vaccinated 
58 didn't infect 165 because vaccinated 
58 didn't infect 145 because vaccinated 
58 didn't infect 172 because vaccinated 
58 didn't infect 280 because vaccinated 
58 didn't infect 295 because vaccinated 
58 didn't infect 66 because vaccinated 
58 didn't infect 289 because vaccinated 
58 didn't infect 175 because vaccinated 
58 didn't infect 390 because vaccinated 
58 didn't infect 24 because vaccinated 
58 didn't infect 23 because vaccinated 
58 didn't infect 50 because vaccinated 
58 didn't infect 320 because vaccinated 
58 didn't infect 235 because vaccinated 
58 didn't infect 8 because vaccinated 
58 didn't infect 63 because vaccinated 
58 didn't infect 80 because vaccinated 
58 didn't infect 233 because vaccinated 
58 didn't infect 352 because vaccinated 
58 didn't infect 67 because vaccinated 
58 didn't infect 332 because vaccinated 
58 didn't infect 140 because vaccinated 
58 didn't infect 47 because vaccinated 
58 didn't infect 335 because vaccinated 
58 didn't infect 184 because vaccinated 
58 didn't infect 128 because vaccinated 
58 didn't infect 42 because vaccinated 
58 didn't infect 190 because vaccinated 
58 didn't infect 340 because vaccinated 
58 infects 332 
58 didn't infect 202 because vaccinated 
58 didn't infect 320 because vaccinated 
58 didn't infect 156 because vaccinated 
58 didn't infect 371 because vaccinated 
58 didn't infect 358 because vaccinated 
58 didn't infect 386 because vaccinated 
58 didn't infect 119 because vaccinated 
58 didn't infect 46 because vaccinated 
58 didn't infect 360 because vaccinated 
58 didn't infect 48 because vaccinated 
58 didn't infect 109 because vaccinated 
58 didn't infect 244 because vaccinated 
58 didn't infect 39 because vaccinated 
58 didn't infect 67 because vaccinated 
58 didn't infect 303 because vaccinated 
58 didn't infect 115 because vaccinated 
58 didn't infect 265 because vaccinated 
58 didn't infect 348 because vaccinated 
58 didn't infect 227 because vaccinated 
58 didn't infect 4 because vaccinated 
58 didn't infect 4 because vaccinated 
58 didn't infect 356 because vaccinated 
58 didn't infect 175 because vaccinated 
58 didn't infect 216 because vaccinated 
58 didn't infect 67 because vaccinated 
58 didn't infect 244 because vaccinated 
58 didn't infect 36 because vaccinated 
58 didn't infect 117 because vaccinated 
58 didn't infect 196 because vaccinated 
58 didn't infect 45 because vaccinated 
58 didn't infect 52 because vaccinated 
58 didn't infect 52 because vaccinated 
58 didn't infect 160 because vaccinated 
58 didn't infect 188 because vaccinated 
58 didn't infect 153 because vaccinated 
58 didn't infect 70 because vaccinated 
58 didn't infect 195 because vaccinated 
58 didn't infect 396 because vaccinated 
58 didn't infect 385 because vaccinated 
58 didn't infect 68 because vaccinated 
58 didn't infect 328 because vaccinated 
58 didn't infect 346 because vaccinated 
58 didn't infect 73 because vaccinated 
58 didn't infect 35 because vaccinated 
58 didn't infect 271 because vaccinated 
58 didn't infect 288 because vaccinated 
58 didn't infect 4 because vaccinated 
58 didn't infect 312 because vaccinated 
58 infects 332 
58 didn't infect 179 because vaccinated 
58 didn't infect 369 because vaccinated 
58 didn't infect 109 because vaccinated 
58 didn't infect 321 because vaccinated 
58 didn't infect 383 because vaccinated 
58 didn't infect 77 because vaccinated 
58 didn't infect 210 because vaccinated 
58 didn't infect 315 because vaccinated 
58 didn't infect 226 because vaccinated 
76 didn't infect 111 because vaccinated 
76 didn't infect 44 because vaccinated 
76 didn't infect 51 because vaccinated 
76 didn't infect 71 because vaccinated 
76 didn't infect 385 because vaccinated 
76 didn't infect 63 because vaccinated 
76 didn't infect 301 because vaccinated 
76 didn't infect 373 because vaccinated 
76 didn't infect 196 because vaccinated 
76 didn't infect 179 because vaccinated 
76 didn't infect 161 because vaccinated 
76 didn't infect 71 because vaccinated 
76 didn't infect 126 because vaccinated 
76 didn't infect 141 because vaccinated 
76 didn't infect 330 because vaccinated 
76 didn't infect 43 because vaccinated 
76 didn't infect 127 because vaccinated 
76 didn't infect 283 because vaccinated 
76 didn't infect 307 because vaccinated 
76 didn't infect 307 because vaccinated 
76 didn't infect 369 because vaccinated 
76 didn't infect 311 because vaccinated 
76 didn't infect 145 because vaccinated 
76 didn't infect 398 because vaccinated 
76 didn't infect 353 because vaccinated 
76 didn't infect 13 because vaccinated 
76 didn't infect 337 because vaccinated 
76 didn't infect 154 because vaccinated 
76 didn't infect 105 because vaccinated 
76 didn't infect 265 because vaccinated 
76 didn't infect 310 because vaccinated 
76 didn't infect 260 because already sick 
76 didn't infect 96 because vaccinated 
76 didn't infect 382 because vaccinated 
76 didn't infect 200 because vaccinated 
76 didn't infect 151 because vaccinated 
76 didn't infect 330 because vaccinated 
76 didn't infect 27 because vaccinated 
76 didn't infect 122 because vaccinated 
76 didn't infect 253 because vaccinated 
76 didn't infect 197 because vaccinated 
76 didn't infect 57 because vaccinated 
76 didn't infect 123 because vaccinated 
76 didn't infect 255 because vaccinated 
76 didn't infect 326 because already sick 
76 didn't infect 304 because vaccinated 
76 didn't infect 36 because vaccinated 
76 didn't infect 270 because vaccinated 
76 didn't infect 6 because vaccinated 
76 didn't infect 184 because vaccinated 
76 didn't infect 162 because vaccinated 
76 didn't infect 67 because vaccinated 
76 didn't infect 198 because already sick 
76 didn't infect 291 because vaccinated 
76 didn't infect 215 because vaccinated 
76 didn't infect 279 because vaccinated 
76 didn't infect 349 because vaccinated 
76 didn't infect 88 because vaccinated 
76 didn't infect 390 because vaccinated 
76 didn't infect 241 because vaccinated 
76 didn't infect 394 because vaccinated 
76 didn't infect 37 because vaccinated 
76 didn't infect 8 because vaccinated 
76 didn't infect 300 because vaccinated 
76 didn't infect 34 because vaccinated 
76 didn't infect 7 because vaccinated 
76 didn't infect 134 because vaccinated 
76 didn't infect 110 because vaccinated 
76 didn't infect 20 because vaccinated 
76 didn't infect 30 because vaccinated 
76 didn't infect 203 because already sick 
76 didn't infect 146 because vaccinated 
76 didn't infect 321 because vaccinated 
76 didn't infect 364 because vaccinated 
76 didn't infect 256 because vaccinated 
76 didn't infect 392 because vaccinated 
76 didn't infect 212 because vaccinated 
76 didn't infect 216 because vaccinated 
76 didn't infect 359 because vaccinated 
76 didn't infect 42 because vaccinated 
76 didn't infect 327 because vaccinated 
76 didn't infect 274 because vaccinated 
76 didn't infect 275 because vaccinated 
76 didn't infect 315 because vaccinated 
76 didn't infect 78 because vaccinated 
76 didn't infect 142 because vaccinated 
76 didn't infect 42 because vaccinated 
76 didn't infect 158 because vaccinated 
76 didn't infect 40 because vaccinated 
76 didn't infect 261 because vaccinated 
76 didn't infect 104 because vaccinated 
76 didn't infect 79 because vaccinated 
76 didn't infect 274 because vaccinated 
76 didn't infect 167 because vaccinated 
76 didn't infect 200 because vaccinated 
76 didn't infect 300 because vaccinated 
76 didn't infect 324 because vaccinated 
76 didn't infect 390 because vaccinated 
76 didn't infect 332 because vaccinated 
76 didn't infect 33 because vaccinated 
76 didn't infect 158 because vaccinated 
91 didn't infect 223 because vaccinated 
91 didn't infect 373 because vaccinated 
91 didn't infect 122 because vaccinated 
91 didn't infect 125 because vaccinated 
91 didn't infect 44 because vaccinated 
91 didn't infect 222 because vaccinated 
91 didn't infect 59 because vaccinated 
91 didn't infect 232 because vaccinated 
91 didn't infect 313 because vaccinated 
91 didn't infect 311 because vaccinated 
91 didn't infect 28 because vaccinated 
91 didn't infect 158 because vaccinated 
91 didn't infect 341 because vaccinated 
91 didn't infect 379 because vaccinated 
91 didn't infect 336 because vaccinated 
91 didn't infect 379 because vaccinated 
91 didn't infect 89 because vaccinated 
91 didn't infect 61 because vaccinated 
91 didn't infect 6 because vaccinated 
91 didn't infect 362 because vaccinated 
91 didn't infect 70 because vaccinated 
91 didn't infect 359 because vaccinated 
91 didn't infect 5 because vaccinated 
91 didn't infect 83 because vaccinated 
91 didn't infect 254 because vaccinated 
91 didn't infect 177 because vaccinated 
91 didn't infect 267 because vaccinated 
91 didn't infect 264 because already sick 
91 didn't infect 369 because vaccinated 
91 didn't infect 132 because already sick 
91 didn't infect 85 because vaccinated 
91 didn't infect 190 because vaccinated 
91 didn't infect 64 because vaccinated 
91 didn't infect 383 because vaccinated 
91 didn't infect 399 because vaccinated 
91 didn't infect 137 because vaccinated 
91 didn't infect 375 because vaccinated 
91 didn't infect 60 because vaccinated 
91 didn't infect 394 because vaccinated 
91 didn't infect 15 because vaccinated 
91 didn't infect 171 because vaccinated 
91 didn't infect 139 because vaccinated 
91 didn't infect 268 because vaccinated 
91 didn't infect 32 because vaccinated 
91 didn't infect 134 because vaccinated 
91 didn't infect 364 because vaccinated 
91 didn't infect 295 because vaccinated 
91 didn't infect 321 because vaccinated 
91 didn't infect 39 because vaccinated 
91 didn't infect 254 because vaccinated 
91 didn't infect 233 because vaccinated 
91 didn't infect 261 because vaccinated 
91 didn't infect 184 because vaccinated 
91 didn't infect 28 because vaccinated 
91 didn't infect 255 because vaccinated 
91 infects 290 
91 didn't infect 80 because vaccinated 
91 didn't infect 130 because vaccinated 
91 infects 395 
91 didn't infect 293 because vaccinated 
91 didn't infect 345 because vaccinated 
91 didn't infect 370 because vaccinated 
91 didn't infect 59 because vaccinated 
91 didn't infect 116 because vaccinated 
91 didn't infect 379 because vaccinated 
91 didn't infect 260 because already sick 
91 didn't infect 22 because vaccinated 
91 didn't infect 6 because vaccinated 
91 didn't infect 125 because vaccinated 
91 didn't infect 23 because vaccinated 
91 didn't infect 241 because vaccinated 
91 didn't infect 186 because vaccinated 
91 didn't infect 196 because vaccinated 
91 didn't infect 76 because already sick 
91 didn't infect 18 because vaccinated 
91 didn't infect 283 because vaccinated 
91 didn't infect 365 because vaccinated 
91 didn't infect 379 because vaccinated 
91 didn't infect 335 because vaccinated 
91 didn't infect 214 because already sick 
91 didn't infect 164 because vaccinated 
91 didn't infect 127 because vaccinated 
91 didn't infect 213 because vaccinated 
91 didn't infect 368 because vaccinated 
91 didn't infect 163 because vaccinated 
91 didn't infect 138 because already sick 
91 didn't infect 39 because vaccinated 
91 didn't infect 292 because vaccinated 
91 didn't infect 190 because vaccinated 
91 didn't infect 61 because vaccinated 
91 didn't infect 257 because vaccinated 
91 didn't infect 344 because vaccinated 
91 didn't infect 26 because vaccinated 
91 didn't infect 264 because already sick 
91 didn't infect 23 because vaccinated 
91 didn't infect 35 because vaccinated 
91 didn't infect 238 because vaccinated 
91 didn't infect 144 because vaccinated 
91 didn't infect 396 because vaccinated 
91 didn't infect 159 because vaccinated 
91 didn't infect 167 because vaccinated 
132 didn't infect 44 because vaccinated 
132 didn't infect 283 because vaccinated 
132 didn't infect 233 because vaccinated 
132 didn't infect 4 because vaccinated 
132 didn't infect 188 because vaccinated 
132 didn't infect 102 because vaccinated 
132 didn't infect 149 because vaccinated 
132 didn't infect 288 because vaccinated 
132 didn't infect 378 because vaccinated 
132 didn't infect 318 because vaccinated 
132 didn't infect 124 because vaccinated 
132 didn't infect 237 because vaccinated 
132 didn't infect 188 because vaccinated 
132 didn't infect 302 because vaccinated 
132 didn't infect 252 because vaccinated 
132 didn't infect 395 because vaccinated 
132 didn't infect 375 because vaccinated 
132 didn't infect 279 because vaccinated 
132 didn't infect 389 because vaccinated 
132 didn't infect 125 because vaccinated 
132 didn't infect 77 because vaccinated 
132 didn't infect 209 because vaccinated 
132 didn't infect 12 because vaccinated 
132 didn't infect 119 because vaccinated 
132 didn't infect 325 because vaccinated 
132 didn't infect 4 because vaccinated 
132 didn't infect 171 because vaccinated 
132 didn't infect 388 because vaccinated 
132 didn't infect 336 because vaccinated 
132 didn't infect 192 because vaccinated 
132 didn't infect 377 because vaccinated 
132 didn't infect 372 because vaccinated 
132 didn't infect 157 because vaccinated 
132 didn't infect 53 because vaccinated 
132 didn't infect 105 because vaccinated 
132 didn't infect 271 because vaccinated 
132 didn't infect 121 because vaccinated 
132 didn't infect 214 because already sick 
132 didn't infect 251 because vaccinated 
132 didn't infect 30 because vaccinated 
132 didn't infect 72 because vaccinated 
132 didn't infect 364 because vaccinated 
132 didn't infect 143 because vaccinated 
132 didn't infect 47 because vaccinated 
132 didn't infect 22 because vaccinated 
132 didn't infect 118 because vaccinated 
132 didn't infect 266 because vaccinated 
132 didn't infect 211 because vaccinated 
132 didn't infect 358 because vaccinated 
132 didn't infect 190 because vaccinated 
132 didn't infect 382 because vaccinated 
132 didn't infect 43 because vaccinated 
132 didn't infect 297 because vaccinated 
132 didn't infect 48 because vaccinated 
132 didn't infect 258 because vaccinated 
132 didn't infect 68 because vaccinated 
132 didn't infect 326 because already sick 
132 didn't infect 201 because vaccinated 
132 didn't infect 303 because vaccinated 
132 infects 290 
132 didn't infect 339 because vaccinated 
132 didn't infect 66 because vaccinated 
132 didn't infect 121 because vaccinated 
132 didn't infect 149 because vaccinated 
132 didn't infect 133 because vaccinated 
